timestamp,value
4:30 PM,4
5:30 PM,4
6:30 PM,6
7:30 PM,2
8:30 PM,4
9:30 PM,6
10:30 PM,8
11:30 PM,2
12:30 AM,1
1:30 AM,4
2:30 AM,5
3:30 AM,4
4:30 AM,5
5:30 AM,2
6:30 AM,11
7:30 AM,4
8:30 AM,4
9:30 AM,3
10:30 AM,2
11:30 AM,9
12:30 PM,18
1:30 PM,3
2:30 PM,4
3:30 PM,3
